data:text/csv;charset=utf-8,Query: select oh.order_no,ysl.ORDER_HEADER_KEY,ysl.SHIPMENT_KEY,ys.SHIPNODE_KEY,ys.STATUS,ys.STATUS_DATE,ys.DELIVERY_METHOD,ys.ORDER_TYPE,ys.EXTN_SHORT,ys.ASSIGNED_TO_USER_ID from yfs_shipment_line ysl,yfs_shipment ys,yfs_order_header OH where ysl.SHIPMENT_KEY=ys.SHIPMENT_KEY and oh.order_header_key=ysl.order_header_key and OH.order_header_key &gt;
RN,ORDER_NO,ORDER_HEADER_KEY,SHIPMENT_KEY,SHIPNODE_KEY,STATUS,STATUS_DATE,DELIVERY_METHOD,ORDER_TYPE,EXTN_SHORT,ASSIGNED_TO_USER_ID,
17,CO11302032,'202211010156412326318192,'202211010158072326320543,COCV_101,9000,2022-11-01 01:59:12.0,SHP,SHP,BO,carabali.jenny_m,
18,CO11302036,'202211010158432326321583,'202211010200172326326022,COCV_391,9000,2022-11-01 02:08:31.0,SHP,SHP,BO,quintero.johan_m,
19,CO11302040,'202211010201422326329625,'202211010204182326332712,COCV_392,9000,2022-11-01 02:07:26.0,SHP,SHP,BO,aguirre.dora_m,
20,CO11302040,'202211010201422326329625,'202211010210102326342013,COCV_378,9000,2022-11-01 11:59:25.0,SHP,SHP,CNCL,fandino.leidy_m,
21,CO11302051,'202211010213392326349034,'202211010216122326351613,COCV_181,9000,2022-11-01 02:20:46.0,SHP,SHP,BO,villa.carlos_m,
22,CO11302076,'202211010201442326329754,'202211010204202326332842,COCV_885,9000,2022-11-01 17:06:55.0,SHP,SHP,BO,rolong.bleidys_m,
23,CO11302078,'202211010158412326321527,'202211010200162326325904,COCV_885,9000,2022-11-01 02:31:24.0,SHP,SHP,null,cantillos.derlyscamila_m,
24,CO11302079,'202211010158412326321519,'202211010200162326325862,COCV_881,9000,2022-11-01 11:59:32.0,SHP,SHP,BO,guisao.heidy_m,
25,CO11302083,'202211010201422326329588,'202211010204172326332575,COCV_545,9000,2022-11-01 02:08:02.0,SHP,SHP,BO,aya.alexander_m,
26,CO11302134,'202211010321372326452863,'202211010323082326453985,COCV_596,9000,2022-11-01 13:20:09.0,SHP,SHP,null,null,
27,CO11302134,'202211010321372326452863,'202211011323112328943319,COCV_779,9000,2022-11-01 19:37:26.0,SHP,SHP,null,alvarez.jhony_m,
28,CO11302165,'202211010423402326506897,'202211010425532326509123,COCV_155,9000,2022-11-01 04:33:37.0,SHP,SHP,BO,saavedra.bertha_m,
29,CO11302250,'202211010436372326516165,'202211010438222326516365,COCV_621,9000,2022-11-01 04:40:44.0,SHP,SHP,BO,jimenez.maira_m,
30,CO11302254,'202211010456392326526985,'202211010459022326527738,COCV_155,9000,2022-11-01 05:06:36.0,SHP,SHP,BO,saavedra.bertha_m,
31,CO11302260,'202211010538402326546594,'202211010540222326547898,COCV_816,9000,2022-11-01 05:42:50.0,SHP,SHP,BO,gonzalez.diana_m,
32,CO11302267,'202211011001302328762082,'202211011004012328762389,COCV_155,9000,2022-11-01 10:23:44.0,SHP,SHP,BO,saavedra.bertha_m,
33,CO11302267,'202211011001302328762082,'202211011026162328770878,COCV_391,9000,2022-11-01 11:05:59.0,SHP,SHP,CNCL,riano.heidy_m,
34,CO11302268,'202211011008292328763124,'202211011010162328764391,COCV_155,9000,2022-11-01 10:25:24.0,SHP,SHP,BO,saavedra.bertha_m,
35,CO11302280,'202211010618402326564088,'202211010620212326565984,COCV_190,9000,2022-11-01 13:15:20.0,SHP,SHP,null,maestre.deisy_m,
36,CO11302285,'202211011011312328765627,'202211011014132328766125,COCV_545,9000,2022-11-01 10:15:23.0,SHP,SHP,BO,aya.alexander_m,
37,CO11302289,'202211011048292328778259,'202211011050162328779859,COCV_190,9000,2022-11-01 10:51:41.0,SHP,SHP,BO,maestre.deisy_m,
38,CO11302298,'202211011136292328802854,'202211011138222328803370,COCV_392,9000,2022-11-01 12:09:55.0,SHP,SHP,BO,aguirre.dora_m,
39,CO11302328,'202211011241352328870957,'202211011243232328872023,COCV_549,9000,2022-11-01 12:55:57.0,SHP,SHP,BO,martinez.niyane_m,
40,CO11302346,'202211011258342328890128,'202211011301102328898530,COCV_825,9000,2022-11-01 13:22:07.0,SHP,SHP,null,null,
41,CO11302351,'202211011306382328904939,'202211011309082328908661,COCV_739,9000,2022-11-01 13:12:03.0,SHP,SHP,BO,loaiza.elizabeth_m,
42,CO11302354,'202211011306392328905111,'202211011309102328908916,COCV_392,9000,2022-11-01 13:11:08.0,SHP,SHP,BO,aguirre.dora_m,
43,CO11302355,'202211011308302328907657,'202211011311172328917501,COCV_378,9000,2022-11-01 13:13:10.0,SHP,SHP,BO,fandino.leidy_m,
44,CO11302382,'202211011158332328816987,'202211011200122328820143,COCV_643,9000,2022-11-01 12:03:42.0,SHP,SHP,BO,gomez.brayan_m,
45,CO11302382,'202211011158332328816987,'202211011206062328826682,COCV_155,9000,2022-11-01 12:20:21.0,SHP,SHP,CNCL,rodriguez.cristian_m,
46,CO11302386,'202211011211342328835290,'202211011214122328836751,COCV_378,9000,2022-11-01 12:16:36.0,SHP,SHP,BO,fandino.leidy_m,
47,CO11302387,'202211011216322328837629,'202211011218112328838392,COCV_411,9000,2022-11-01 12:19:55.0,SHP,SHP,BO,lopez.dany_m,
48,CO11302387,'202211011216322328837629,'202211011222122328844851,COCV_190,9000,2022-11-01 12:23:15.0,SHP,SHP,BO,parra.angi_m,
49,CO11302390,'202211011231342328856444,'202211011233582328859310,COCV_677,9000,2022-11-01 13:20:00.0,SHP,SHP,null,mottas.dania_m,
50,CO11302397,'202211011243342328872641,'202211011245232328874632,COCV_825,9000,2022-11-01 13:20:11.0,SHP,SHP,null,null,
51,CO11302402,'202211011246372328875428,'202211011248232328876591,COCV_825,9000,2022-11-01 13:20:12.0,SHP,SHP,null,null,
52,CO11302423,'202211011308302328907650,'202211011311172328917473,COCV_405,9000,2022-11-01 13:12:29.0,SHP,SHP,BO,contreras.juan_m,
53,CO11302425,'202211011313302328921490,'202211011315192328924537,COCV_391,9000,2022-11-01 13:27:14.0,PICK,PICK,CNCL,riano.heidy_m,
54,CO11302433,'202211011331352328965715,'202211011333142328968249,COCV_101,9000,2022-11-01 13:35:39.0,SHP,SHP,BO,carabali.jenny_m,
55,CO11302446,'202211011346332328991186,'202211011348232328994131,COCV_155,9000,2022-11-01 13:52:34.0,SHP,SHP,BO,burgos.sandra_m,
56,CO11302451,'202211011351362329003838,'202211011353092329006322,COCV_885,9000,2022-11-01 13:56:59.0,SHP,SHP,BO,rolong.bleidys_m,
57,CO11302482,'202211011345052328989447,'202211011347222328992365,COCV_964,9000,2022-11-01 16:08:58.0,SHP,SHP,null,ortizn.monica_m,
58,CO11302484,'202211011353332329007168,'202211011356112329010701,COCV_262,9000,2022-11-01 14:04:17.0,SHP,SHP,BO,camacho.bryan_m,
59,CO11302485,'202211011356372329011245,'202211011358042329014161,COCV_882,9000,2022-11-01 14:18:08.0,SHP,SHP,null,null,
60,CO11302499,'202211011406402329030590,'202211011408022329033484,COCV_654,9000,2022-11-01 14:09:28.0,SHP,SHP,BO,rojas.leonardo_m,
61,CO11302504,'202211011416302329052142,'202211011418132329054325,COCV_391,9000,2022-11-01 14:21:23.0,PICK,PICK,CNCL,quintero.johan_m,
62,CO11302506,'202211011421332329064992,'202211011424122329069333,COCV_155,9000,2022-11-01 14:34:16.0,SHP,SHP,BO,rodriguez.cristian_m,
63,CO11302518,'202211011441392329109416,'202211011443232329112811,COCV_378,9000,2022-11-01 14:47:32.0,SHP,SHP,null,fandino.leidy_m,
64,CO11302536,'202211011506362329166269,'202211011509032329170990,COCV_378,9000,2022-11-01 15:10:56.0,SHP,SHP,BO,fandino.leidy_m,
65,CO11302536,'202211011506362329166269,'202211011513162329429925,COCV_654,9000,2022-11-01 15:16:10.0,SHP,SHP,CNCL,rojas.leonardo_m,
66,CO11302536,'202211011506362329166269,'202211011645222330180685,COCV_545,9000,2022-11-01 16:47:35.0,SHP,SHP,CNCL,ricardo.maria_m,
67,CO11302555,'202211011533342330014791,'202211011535192330017949,COCV_964,9000,2022-11-01 15:52:36.0,PICK,PICK,CNCL,ortizn.monica_m,
68,CO11302617,'202211011453342329137571,'202211011455322329141183,COCV_100,9000,2022-11-01 15:16:08.0,SHP,SHP,null,null,
69,CO11302624,'202211011458352329145829,'202211011501092329157723,COCV_381,9000,2022-11-01 15:02:45.0,SHP,SHP,BO,avila.leisy_m,
70,CO11302625,'202211011456342329142948,'202211011459032329146937,COCV_556,9000,2022-11-01 15:05:18.0,SHP,SHP,BO,londono.leidy_m,
71,CO11302626,'202211011458352329145822,'202211011501092329157679,COCV_556,9000,2022-11-01 15:05:49.0,SHP,SHP,BO,londono.leidy_m,
72,CO11302640,'202211011513312329452917,'202211011515162329603644,COCV_378,9000,2022-11-01 15:19:46.0,SHP,SHP,BO,fandino.leidy_m,
73,CO11302666,'202211011543342330036740,'202211011545242330040319,COCV_405,9000,2022-11-01 15:46:43.0,SHP,SHP,BO,contreras.juan_m,
74,CO11302720,'202211011626362330138886,'202211011628132330140935,COCV_844,9000,2022-11-03 13:24:55.0,SHP,SHP,null,agudelo.yina_m,
75,CO11302729,'202211011636312330159182,'202211011639502330165425,COCV_845,9000,2022-11-01 17:00:09.0,SHP,SHP,null,null,
76,CO11302743,'202211011651342330195511,'202211011653232330197704,COCV_556,9000,2022-11-01 16:56:21.0,SHP,SHP,BO,londono.leidy_m,
77,CO11302783,'202211011558352330068364,'202211011600062330073031,COCV_578,9000,2022-11-01 16:03:37.0,SHP,SHP,BO,burbano.marinela_m,
78,CO11302865,'202211011801322330334657,'202211011804062330338723,COCV_881,9000,2022-11-01 18:06:41.0,SHP,SHP,BO,medina.natalia_m,
79,CO11302883,'202211011808352330344161,'202211011810032330346617,COCV_190,9000,2022-11-01 18:12:24.0,SHP,SHP,BO,bejarano.amparo_m,
80,CO11302888,'202211011811352330352765,'202211011814052330356015,COCV_378,9000,2022-11-01 18:17:38.0,SHP,SHP,BO,fandino.leidy_m,
81,CO11302894,'202211011826362330380892,'202211011828192330383188,COCV_190,9000,2022-11-02 12:25:42.0,SHP,SHP,null,bejarano.amparo_m,
82,CO11302896,'202211011826362330380900,'202211011828192330383218,COCV_391,9000,2022-11-01 18:30:13.0,SHP,SHP,BO,galvis.heydi_m,
83,CO11302906,'202211011838352330405139,'202211011841512330415247,COCV_881,9000,2022-11-01 18:44:58.0,SHP,SHP,BO,medina.natalia_m,
84,CO11302908,'202211011846382330424910,'202211011848232330427867,COCV_545,9000,2022-11-01 18:50:20.0,SHP,SHP,BO,chavez.esneider_m,
85,CO11302913,'202211011848362330428253,'202211011850232330433842,COCV_666,9000,2022-11-01 18:51:58.0,PICK,PICK,null,munoz.valentina_m,
86,CO11302923,'202211011906392330465259,'202211011909012330468503,COCV_392,9000,2022-11-01 19:11:26.0,SHP,SHP,null,null,
87,CO11302933,'202211011918342330489214,'202211011921082330499022,COCV_391,9000,2022-11-01 19:32:33.0,PICK,PICK,CNCL,quintero.johan_m,
88,CO11302946,'202211011933362330524422,'202211011935142330526814,COCV_660,9000,2022-11-01 19:42:01.0,SHP,SHP,BO,pabon.nicolas_m,
89,CO11302963,'202211011956352330569827,'202211011959092330573440,COCV_556,9000,2022-11-01 20:15:47.0,SHP,SHP,BO,domico.leidy_m,
90,CO11302984,'202211011836342330401279,'202211011838132330404744,COCV_381,9000,2022-11-01 18:39:12.0,SHP,SHP,BO,aldana.leidy_m,
91,CO11302992,'202211011841322330414830,'202211011843312330418413,COCV_405,9000,2022-11-01 18:48:34.0,SHP,SHP,BO,garcia.alexandra_m,
92,CO11302993,'202211011843342330418768,'202211011845232330423351,COCV_155,9000,2022-11-01 18:52:10.0,SHP,SHP,BO,burgos.sandra_m,
93,CO11302995,'202211011848362330428263,'202211011850232330433862,COCV_190,9000,2022-11-01 18:51:08.0,SHP,SHP,BO,bejarano.amparo_m,
94,CO11302995,'202211011848362330428263,'202211011853222330440133,COCV_411,9000,2022-11-01 18:55:02.0,SHP,SHP,CNCL,aldana.luz_m,
95,CO11303021,'202211011926402330508886,'202211011929182330512249,COCV_155,9000,2022-11-01 19:30:13.0,SHP,SHP,BO,caicedo.adriana_m,
96,CO11303026,'202211011933362330524417,'202211011935142330526788,COCV_391,9000,2022-11-01 19:38:04.0,SHP,SHP,BO,galvis.heydi_m,
97,CO11303041,'202211012001322330584043,'202211012003592330587180,COCV_185,9000,2022-11-01 20:12:32.0,SHP,SHP,BO,orozco.evelin_m,
98,CO11303065,'202211012026382330633990,'202211012028142330636516,COCV_578,9000,2022-11-01 20:33:59.0,SHP,SHP,BO,lopez.angiev_m,
99,CO11303151,'202211012208332330853351,'202211012210072330857227,COCV_392,9000,2022-11-01 22:11:55.0,SHP,SHP,BO,pena.angie_m,
100,CO11303163,'202211012228372330894649,'202211012230122330898992,COCV_122,9000,2022-11-01 22:35:37.0,SHP,SHP,BO,vega.kelly_m,
101,CO11303181,'202211012046422330675530,'202211012048252330678970,COCV_392,9000,2022-11-01 20:50:34.0,SHP,SHP,BO,pena.angie_m,
102,CO11303223,'202211012143352330800113,'202211012146292330805696,COCV_739,9000,2022-11-01 21:47:37.0,SHP,SHP,BO,prada.blancanineyi_m,
103,CO11303274,'202211012241332330924242,'202211012243512330928465,COCV_116,9000,2022-11-01 23:04:09.0,SHP,SHP,null,null,
104,CO11303318,'202211021223452333548607,'202211021226002333553010,COCV_428,9000,2022-11-02 13:16:51.0,SHP,SHP,BO,ramos.johanna_m,
105,CO11303371,'202211020058382331168294,'202211020100242331173649,COCV_881,9000,2022-11-02 01:21:11.0,SHP,SHP,null,null,
106,CO11303396,'202211012311362330984488,'202211012312572330985641,COCV_378,9000,2022-11-01 23:15:53.0,SHP,SHP,BO,chacon.erica_m,
107,CO11303415,'202211012336372331025424,'202211012339142331028102,COCV_424,9000,2022-11-02 11:42:45.0,SHP,SHP,null,ramirez.niyiret_m,
108,CO11303422,'202211012343372331038599,'202211012346542331041638,COCV_816,9000,2022-11-01 23:48:22.0,SHP,SHP,BO,polo.vinasco_m,
109,CO11303440,'202211020011362331095497,'202211020013542331097541,COCV_266,9000,2022-11-02 00:34:10.0,SHP,SHP,null,null,
110,CO11303444,'202211020016362331100188,'202211020018072331101632,COCV_545,9000,2022-11-02 00:20:58.0,SHP,SHP,BO,chavez.esneider_m,
111,CO11303461,'202211020043382331146894,'202211020045542331150404,COCV_825,9000,2022-11-02 00:52:03.0,SHP,SHP,BO,junco.bearlys_m,
112,CO11303463,'202211021223442333548473,'202211021225582333552886,COCV_897,9000,2022-11-02 21:11:29.0,SHP,SHP,null,moreno.jeimi_m,
113,CO11303474,'202211020105042331180059,'202211020107102331182158,COCV_816,9000,2022-11-02 01:11:40.0,SHP,SHP,BO,polo.vinasco_m,
114,CO11303475,'202211020101342331176632,'202211020104092331179317,COCV_881,9000,2022-11-02 01:24:12.0,SHP,SHP,null,null,
115,CO11303481,'202211020121342331205887,'202211020123152331206952,COCV_411,9000,2022-11-02 01:26:43.0,SHP,SHP,BO,garay.claudia_m,
116,CO11303490,'202211020137042331224491,'202211020139152331227341,COCV_391,9000,2022-11-02 01:50:04.0,SHP,SHP,BO,torres.karen_m,
117,CO11303498,'202211020201342331261929,'202211020203222331263609,COCV_155,9000,2022-11-02 02:11:03.0,SHP,SHP,BO,guevara.nataly_m,
118,CO11303505,'202211020223382331286547,'202211020226172331288187,COCV_185,9000,2022-11-02 02:28:39.0,SHP,SHP,BO,orozco.evelin_m,
119,CO11303523,'202211020326382331343012,'202211020329072331343984,COCV_549,9000,2022-11-02 03:33:03.0,SHP,SHP,BO,trujillo.wilson_m,
120,CO11303533,'202211021223412333548124,'202211021225552333552559,COCV_424,9000,2022-11-02 20:04:37.0,SHP,SHP,null,bermudez.leidy_m,
121,CO11303560,'202211021218322333536134,'202211021220072333539934,COCV_816,9000,2022-11-02 12:23:53.0,SHP,SHP,BO,valencia.luisa_m,
122,CO11303569,'202211021243332333591660,'202211021246152333596490,COCV_578,9000,2022-11-02 13:34:52.0,SHP,SHP,BO,lopez.angiev_m,
123,CO11303571,'202211021243332333591629,'202211021246142333596417,COCV_556,9000,2022-11-02 12:47:44.0,SHP,SHP,BO,londono.leidy_m,
124,CO11303576,'202211020106362331181620,'202211020109032331183654,COCV_405,9000,2022-11-02 01:18:05.0,SHP,SHP,BO,contreras.juan_m,
125,CO11303589,'202211020139522331228048,'202211020141182331234442,COCV_181,9000,2022-11-02 02:02:12.0,SHP,SHP,null,null,
126,CO11303608,'202211021223422333548296,'202211021225572333552756,COCV_162,9000,2022-11-02 16:49:14.0,SHP,SHP,null,molina.maria_m,
127,CO11303620,'202211020301342331324860,'202211020303222331325564,COCV_897,9000,2022-11-02 12:59:59.0,SHP,SHP,BO,moreno.jeimi_m,
128,CO11303633,'202211021223412333548169,'202211021225562333552658,COCV_181,9000,2022-11-02 12:33:13.0,SHP,SHP,null,castano.styven_m,
129,CO11303647,'202211021056322333444751,'202211021057582333445104,COCV_391,9000,2022-11-02 11:06:10.0,SHP,SHP,BO,riano.heidy_m,
130,CO11303650,'202211021103312333449617,'202211021105222333450448,COCV_468,9000,2022-11-02 11:55:01.0,SHP,SHP,BO,alejo.jeimy_m,
131,CO11303665,'202211021226352333553779,'202211021228032333555599,COCV_411,9000,2022-11-02 12:29:01.0,SHP,SHP,BO,lopez.dany_m,
132,CO11303665,'202211021226352333553779,'202211021232092333569007,COCV_190,9000,2022-11-02 12:33:03.0,SHP,SHP,BO,parra.angi_m,
133,CO11303713,'202211021336352333726233,'202211021339132333731288,COCV_155,9000,2022-11-02 13:42:30.0,SHP,SHP,BO,burgos.sandra_m,
134,CO11303721,'202211021341342333741895,'202211021343142333745010,COCV_688,9000,2022-11-02 13:44:25.0,SHP,SHP,BO,ibague.laura_m,
135,CO11303722,'202211021343342333746074,'202211021345122333751218,COCV_556,9000,2022-11-02 13:50:32.0,SHP,SHP,BO,londono.leidy_m,
136,CO11303779,'202211021253342333616138,'202211021256222333620398,COCV_577,9000,2022-11-02 12:57:56.0,SHP,SHP,BO,escobar.diana_m,
137,CO11303803,'202211021336342333726209,'202211021339132333731250,COCV_578,9000,2022-11-02 13:44:39.0,SHP,SHP,BO,lopez.angiev_m,
138,CO11303881,'202211021446362333938975,'202211021448222333943830,COCV_577,9000,2022-11-02 14:51:05.0,SHP,SHP,BO,munoz.carina_m,
139,CO11303891,'202211021501332333987191,'202211021503312333993329,COCV_881,9000,2022-11-02 15:14:50.0,SHP,SHP,BO,guisao.heidy_m,
140,CO11303896,'202211021501312333986942,'202211021503292333992938,COCV_155,9000,2022-11-02 15:06:20.0,SHP,SHP,BO,burgos.sandra_m,
141,CO11303917,'202211021513312334030659,'202211021515242334037464,COCV_381,9000,2022-11-02 15:30:12.0,SHP,SHP,null,avila.leisy_m,
142,CO11303946,'202211021531352334107665,'202211021533062334112749,COCV_654,9000,2022-11-08 14:24:48.0,PICK,PICK,null,perez.maria_m,
143,CO11303959,'202211021541362334149078,'202211021543152334154623,COCV_643,9000,2022-11-02 15:46:00.0,SHP,SHP,BO,grajales.kenly_m,
144,CO11303981,'202211021503362333993565,'202211021505242333999998,COCV_739,9000,2022-11-02 15:06:31.0,SHP,SHP,BO,bravo.sara_m,
145,CO11303987,'202211021506432334003029,'202211021508252334009504,COCV_391,9000,2022-11-02 15:23:01.0,SHP,SHP,null,riano.heidy_m,
146,CO11303989,'202211021506482334003572,'202211021508292334010072,COCV_378,9000,2022-11-02 15:13:01.0,SHP,SHP,BO,oliveros.kenia_m,
147,CO11303993,'202211021508362334010621,'202211021510242334019343,COCV_391,9000,2022-11-02 15:11:19.0,SHP,SHP,BO,torres.karen_m,
148,CO11303994,'202211021508362334010614,'202211021510232334019316,COCV_696,9000,2022-11-02 15:31:09.0,SHP,SHP,null,null,
149,CO11304006,'202211021516392334041089,'202211021518102334045975,COCV_391,9000,2022-11-02 15:24:26.0,SHP,SHP,BO,riano.heidy_m,
150,CO11304007,'202211021518362334047474,'202211021521082334061013,COCV_874,9000,2022-11-02 15:25:29.0,SHP,SHP,null,almeyda.lisbeth_m,
151,CO11304012,'202211021523362334070899,'202211021525072334077174,COCV_556,9000,2022-11-02 15:31:16.0,SHP,SHP,BO,usuga.claudia_m,
152,CO11304060,'202211021546442334166252,'202211021549152334176779,COCV_468,9000,2022-11-02 15:53:29.0,SHP,SHP,BO,leguizamon.yiseth_m,
153,CO11304108,'202211021603362334239659,'202211021605232334245654,COCV_845,9000,2022-11-02 16:09:25.0,SHP,SHP,BO,zapata.daniel_m,
154,CO11304160,'202211021636312334369776,'202211021638212334376580,COCV_696,9000,2022-11-02 16:46:12.0,SHP,SHP,BO,martinez.marly_m,
155,CO11304164,'202211021636312334369817,'202211021638222334376629,COCV_378,9000,2022-11-02 16:40:11.0,SHP,SHP,null,null,
156,CO11304198,'202211021608362334256473,'202211021610242334267048,COCV_696,9000,2022-11-02 16:20:03.0,SHP,SHP,null,null,
157,CO11304236,'202211021626352334329035,'202211021628182334334987,COCV_402,9000,2022-11-02 16:30:01.0,SHP,SHP,BO,ariza.rudby_m,
158,CO11304237,'202211021626352334329020,'202211021628182334334964,COCV_964,9000,2022-11-02 16:29:48.0,SHP,SHP,BO,ortizn.monica_m,
159,CO11304270,'202211021641382334394515,'202211021644122334401696,COCV_155,9000,2022-11-02 17:05:10.0,SHP,SHP,null,null,
160,CO11304284,'202211021656322334453008,'202211021658112334457881,COCV_411,9000,2022-11-02 16:59:44.0,SHP,SHP,BO,lopez.dany_m,
161,CO11304288,'202211021651382334435572,'202211021654102334445446,COCV_545,9000,2022-11-02 16:56:19.0,SHP,SHP,BO,ricardo.maria_m,
162,CO11304295,'202211021656332334453097,'202211021658112334457974,COCV_378,9000,2022-11-02 17:02:11.0,SHP,SHP,BO,oliveros.kenia_m,
163,CO11304333,'202211021721312334551236,'202211021723112334556381,COCV_190,9000,2022-11-02 18:06:36.0,SHP,SHP,null,marcelo.yuvely_m,
164,CO11304344,'202211021731352334592839,'202211021733132334600148,COCV_156,9000,2022-11-02 17:42:19.0,SHP,SHP,BO,castaneda.carolina_m,
165,CO11304359,'202211021743382334637242,'202211021745142334642469,COCV_545,9000,2022-11-02 17:48:24.0,SHP,SHP,BO,ricardo.maria_m,
166,CO11304376,'202211021646432334410122,'202211021648132334417123,COCV_392,9000,2022-11-02 16:49:57.0,SHP,SHP,BO,vera.maria_m,
167,CO11304407,'202211021703352334480512,'202211021705312334486736,COCV_549,9000,2022-11-02 17:07:19.0,SHP,SHP,BO,mahecha.jasbrudy_m,
168,CO11304419,'202211021713322334517663,'202211021715242334524852,COCV_964,9000,2022-11-02 17:36:11.0,SHP,SHP,null,null,
169,CO11304439,'202211021723372334558208,'202211021725082334564709,COCV_578,9000,2022-11-02 17:35:29.0,PICK,PICK,BO,burbano.marinela_m,
170,CO11304449,'202211021726362334568772,'202211021729082334577350,COCV_845,9000,2022-11-02 17:49:11.0,SHP,SHP,null,null,
171,CO11304479,'202211021751362334669651,'202211021753152334676356,COCV_250,9000,2022-11-02 18:14:10.0,SHP,SHP,null,null,
172,CO11304515,'202211021823102334790488,'202211021826032334802237,COCV_739,9000,2022-11-02 18:27:34.0,SHP,SHP,BO,bravo.sara_m,
173,CO11304522,'202211021828392334809154,'202211021830132334817172,COCV_739,9000,2022-11-02 18:31:37.0,SHP,SHP,BO,bravo.sara_m,
174,CO11304539,'202211021839122334846477,'202211021842092334859944,COCV_739,9000,2022-11-02 18:45:32.0,SHP,SHP,BO,bravo.sara_m,
175,CO11304551,'202211021851362334891586,'202211021854142334899907,COCV_897,9000,2022-11-02 19:15:10.0,SHP,SHP,null,null,
176,CO11304563,'202211021901322334925410,'202211021903572334931193,COCV_391,9000,2022-11-02 19:08:38.0,SHP,SHP,BO,galvis.heydi_m,
177,CO11304573,'202211021906452334937806,'202211021908242334942460,COCV_545,9000,2022-11-02 19:13:08.0,SHP,SHP,BO,chavez.esneider_m,
178,CO11304606,'202211021828392334809132,'202211021830122334817072,COCV_424,9000,2022-11-02 18:39:26.0,SHP,SHP,null,bermudez.leidy_m,
179,CO11304610,'202211021832092334825900,'202211021834112334833083,COCV_882,9000,2022-11-02 18:55:10.0,SHP,SHP,null,null,
180,CO11304612,'202211021833482334831267,'202211021836012334837645,COCV_782,9000,2022-11-02 18:56:10.0,SHP,SHP,null,null,
181,CO11304618,'202211021841362334858644,'202211021844092334865331,COCV_378,9000,2022-11-02 18:48:52.0,SHP,SHP,BO,garzon.judy_m,
182,CO11304618,'202211021841362334858644,'202211021850132334883880,COCV_155,9000,2022-11-02 19:06:12.0,SHP,SHP,CNCL,burgos.sandra_m,
